,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Month,Year,Total.People
82484,20181108X15604,Accident,GAA18CA583,2018-06-21,"Llano, TX",United States,030473N,0983941W,AQO,LLANO MUNI,Non-Fatal,Substantial,Airplane,N9496D,PIPER,PA18,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,2.0,VMC,,"The pilot's receiving instructions improper landing flare and his failure to maintain adequate airspeed and his exceedance of the airplane's critical angle of attack during landing, which resulted in an aerodynamic stall.

",25-09-2020,6.0,2018.0,2.0
82490,20180623X25029,Accident,GAA18CA381,2018-06-23,"Goodyear, AZ",United States,332529N,1122223W,GYR,PHOENIX GOODYEAR,Non-Fatal,Substantial,Airplane,N7072Y,PIPER,PA 30,No,2.0,Reciprocating,091,,Commercial,"Buckeye Flight Experience, LLC",0.0,0.0,0.0,2.0,VMC,,The pilot receiving instructions failure to maintain directional control during the landing roll.,,6.0,2018.0,2.0
82493,20180625X00522,Accident,WPR18LA183,2018-06-23,"Jacksonville, FL",United States,301635N,0814711W,HEG,Herlong Recreational,Non-Fatal,Substantial,Airplane,N5682B,CESSNA,182,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,1.0,VMC,,"A total loss of engine power for reasons that could not be determined due to insufficient evidence. 

",25-09-2020,6.0,2018.0,1.0
82504,20180724X91259,Accident,WPR18WA202,2018-06-24,"Hong Kong, China",China,022277N,1141336E,,,Non-Fatal,Substantial,Airplane,B-LUK,ZLIN,Z242L,No,,,UNK,,Commercial,,0.0,0.0,1.0,0.0,,,,25-09-2020,6.0,2018.0,1.0
82505,20180724X91821,Incident,ENG18RA032,2018-06-25,"Singapore, Senegal",Senegal,,,,,,,Airplane,VQ-BLP,DASSAULT,FALCON7X,No,,,UNK,,Commercial,,0.0,0.0,0.0,0.0,,,,25-09-2020,6.0,2018.0,0.0
82513,20180626X21713,Accident,ANC18LA049,2018-06-26,"Salt Lake City, UT",United States,404718N,1115840W,SLC,SALT LAKE CITY INTL,Non-Fatal,Substantial,Airplane,N57,LEARJET INC,60,No,2.0,Turbo Fan,135,NSCH,Commercial,FEDERAL AVIATION ADMINISTRATION,0.0,0.0,0.0,3.0,VMC,,"The flight crews failure to fully disengage the parking brake before taxi, which resulted in a brake fire. ",24-08-2021,6.0,2018.0,3.0
82515,20180626X55142,Accident,WPR18LA181,2018-06-26,"Phoenix, AZ",United States,033473N,0112816W,DVT,Phoenix Deer Valley,Non-Fatal,Substantial,Airplane,N154ME,CESSNA,172S,No,1.0,Reciprocating,091,,Commercial,,0.0,1.0,0.0,2.0,VMC,,A total loss of engine power due to crankshaft failure as the result of a subsurface fatigue crack.,,6.0,2018.0,3.0
82517,20180627X53405,Incident,DCA18WA229,2018-06-26,"Koln, Germany",Germany,,,,,Non-Fatal,Minor,Airplane,D-ABKM,BOEING,737,No,,,129,,Commercial,Eurowings,0.0,0.0,0.0,157.0,,,,25-09-2020,6.0,2018.0,157.0
82518,20181226X05827,Accident,ERA18WA272,2018-06-27,"Adiyaman, Turkey",Turkey,,,,,Fatal,Destroyed,Airplane,TC-GUB,CESSNA,172,No,,,NUSN,,Commercial,,1.0,0.0,0.0,0.0,,,,25-09-2020,6.0,2018.0,1.0
82519,20180627X21629,Accident,GAA18CA383,2018-06-27,"Malin, OR",United States,042711N,1214139W,,,Non-Fatal,Substantial,Airplane,N151QC,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164,No,1.0,Turbo Prop,137,,Commercial,MACY'S FLYING SERVICE INC,0.0,0.0,0.0,1.0,VMC,,"The pilots misjudgment of the approach and his subsequent exceedance of the airplanes critical angle of attack during an agricultural application flight, which resulted in an aerodynamic stall and collision with power lines. 
",25-09-2020,6.0,2018.0,1.0
82520,20180627X21736,Accident,ERA18FA180,2018-06-27,"Manteo, NC",United States,035558N,0754144W,MQI,Dare County Rgnl,Fatal,Destroyed,Airplane,N60111,CESSNA,150J,No,1.0,Reciprocating,091,,Commercial,OUTERBANKS SEAPLANES LLC,1.0,0.0,0.0,0.0,VMC,,A loss of control due to the banner tow rope becoming entangled with the left horizontal stabilizer in crosswind conditions.,25-09-2020,6.0,2018.0,1.0
82522,20180702X05713,Incident,OPS18IA014,2018-06-27,"Springfield, MO",United States,371444N,0932319W,SGF,Springfield-Branson National A,Non-Fatal,,Airplane,,EMBRAER,EMB145,No,2.0,,121,SCHD,Commercial,ENVOY AIR INC,0.0,0.0,0.0,53.0,VMC,,,25-09-2020,6.0,2018.0,53.0
82525,20180628X41224,Accident,CEN18LA249,2018-06-28,"Tappen, ND",United States,455230N,0993811W,PVT,Private,Non-Fatal,Substantial,Airplane,N502S,AIR TRACTOR,AT502,No,,Turbo Prop,137,,Commercial,Ross Seed Co Inc Dba,0.0,0.0,0.0,1.0,VMC,,The partial loss of engine power for reasons that could not be determined based on the available evidence.,,6.0,2018.0,1.0
82529,20180629X51926,Accident,WPR18WA185,2018-06-28,"Mumbai, India",India,019553N,0072503E,,,Fatal,Destroyed,Airplane,VT-UPZ,BEECH,C90,No,,,NUSN,,Commercial,U Y Aviation Pvt. Ltd.,4.0,0.0,0.0,0.0,,,,25-09-2020,6.0,2018.0,4.0
82530,20180629X91445,Accident,WPR18FA186,2018-06-28,"Eagle Mountain, UT",United States,040137N,1115547W,,,Fatal,Destroyed,Airplane,N320MF,CESSNA,320,No,2.0,Reciprocating,091,,Commercial,GV Air Inc.,1.0,0.0,0.0,0.0,VMC,,The pilot's exceedance of the airplane's critical angle of attack and the airplane experiencing an aerodynamic stall at too low an altitude to recover.,03-12-2020,6.0,2018.0,1.0
82531,20180709X51341,Accident,GAA18CA402,2018-06-28,"ROLLA, MO",United States,038739N,0914610W,VIH,Rolla National,Non-Fatal,Substantial,Airplane,N7104F,PIPER,PA28,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,3.0,VMC,,A collision with a deer on the runway during the takeoff roll at night.     ,,6.0,2018.0,3.0
82540,20180711X40923,Incident,DCA18WA234,2018-06-29,"Narita, Japan",Japan,,,,,Non-Fatal,Minor,Airplane,HL7573,BOEING,777,No,,,129,,Commercial,Korean Air,0.0,0.0,0.0,16.0,,,,25-09-2020,6.0,2018.0,16.0
82541,20180712X94728,Incident,DCA18WA238,2018-06-29,"Gander, Canada",Canada,,,,,Non-Fatal,,Airplane,N278AY,AIRBUS,A330,No,2.0,Turbo Fan,121,,Commercial,American Airlines,0.0,1.0,0.0,300.0,,,,25-09-2020,6.0,2018.0,301.0
82546,20180630X45135,Accident,ERA18LA182,2018-06-30,"Flat Rock, AL",United States,344441N,0854123W,4AL7,Leon's Landing Airport,Non-Fatal,Substantial,Airplane,N6307Z,PIPER,PA 25,No,1.0,Reciprocating,137,,Commercial,Blackstone Aircraft LLC,0.0,0.0,0.0,1.0,VMC,,"The failure of the right landing gear during takeoff due to a fatigue failure, which resulted in a runway excursion.",25-05-2021,6.0,2018.0,1.0
82552,20180705X91727,Accident,CEN18WA254,2018-06-30,"Ambergris Caye Belize, Bahrain",Bahrain,021182N,0713828W,,,Non-Fatal,Substantial,Airplane,V3-HFB,BRITTEN NORMAN,BN2A,No,,,129,,Commercial,,0.0,0.0,0.0,8.0,,,,25-09-2020,6.0,2018.0,8.0
82553,20180821X82432,Accident,GAA18CA500,2018-06-30,"Sacramento, CA",United States,038404N,0121242W,MCC,MC CLELLAN AIRFIELD,Non-Fatal,Substantial,Airplane,N4962L,CESSNA,152,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,1.0,VMC,,"The student pilot's improper landing flare, which resulted in a hard, bounced landing. ",25-09-2020,6.0,2018.0,1.0
82554,20180701X51234,Accident,GAA18CA410,2018-07-01,"Pantego, NC",United States,353627N,0764642W,,,Non-Fatal,Substantial,Airplane,N3098L,AYRES,S2R,No,1.0,Turbo Prop,137,,Commercial,Lee Flying Service Inc,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain the proper approach path during landing, which resulted in landing short of the runway.  
",25-09-2020,7.0,2018.0,1.0
82555,20180701X52605,Accident,GAA18CA388,2018-07-01,"Miami, FL",United States,254642N,0801013W,X44,Miami,Non-Fatal,Substantial,Airplane,N14ED,CESSNA,A185,No,1.0,Reciprocating,091,,Commercial,Tropic Ocean Airways LLC,0.0,1.0,0.0,0.0,VMC,,"The pilots failure to retract the wheels of the amphibious airplane on takeoff, which resulted in a nose-over when the airplane landed on water with the wheels extended. Contributing to the accident was the pilots failure to use appropriate checklists. 
",25-09-2020,7.0,2018.0,1.0
82563,20180705X92917,Accident,GAA18CA391,2018-07-02,"Troy, MI",United States,423234N,0831044W,VLL,OAKLAND/TROY,Non-Fatal,Substantial,Airplane,N6508K,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,1.0,VMC,,"The student pilots failure to maintain a proper landing flare, which resulted in a hard, porpoised landing during an aborted go-around.",25-09-2020,7.0,2018.0,1.0
82564,20181009X24447,Incident,ENG18WA039,2018-07-02,"Songshan, Taipei, China, Taiwan (Province of China)",Taiwan,,,,,,,Airplane,B28035,MCDONNELL DOUGLAS,MD80,No,,Turbo Fan,NUSC,SCHD,Commercial,Far Eastern Air Transport,0.0,0.0,0.0,0.0,,,,25-09-2020,7.0,2018.0,0.0
82568,20180719X63032,Incident,DCA18WA246,2018-07-03,"Nassau, Bahamas",Bahamas,,,,,Non-Fatal,,Airplane,N331CK,BOEING,737 300,No,2.0,,121,NSCH,Commercial,Kalitta Charters Ii Llc,0.0,0.0,0.0,3.0,,,,25-09-2020,7.0,2018.0,3.0
82572,20180706X44148,Accident,CEN18WA256,2018-07-04,"Bad Voslau, Austria",Austria,,,LOAV,Bad Voslau,Fatal,Destroyed,Airplane,F-HFPL,CESSNA,172,No,1.0,,UNK,,Commercial,Wiener Luftfahrerverband - Pilotenclub W,2.0,0.0,0.0,0.0,VMC,,,25-09-2020,7.0,2018.0,2.0
82575,20180710X41746,Accident,GAA18CA409,2018-07-04,"Chicago, IL",United States,415827N,0875428W,ORD,CHICAGO O'HARE INTL,Non-Fatal,Substantial,Airplane,N208EE,CESSNA,208,No,1.0,Turbo Prop,135,SCHD,Commercial,MULTI-AERO INC,0.0,0.0,0.0,1.0,VMC,,"The service truck drivers evasive maneuver to avoid a bag cart tug, which resulted in the truck impacting a parked airplane.
",25-09-2020,7.0,2018.0,1.0
82576,20180813X54754,Accident,CEN18WA327,2018-07-04,"Vallecillos, Mexico",Mexico,263612N,0995937W,,,,Substantial,Airplane,XB-OHG,COLUMBIA,LC41-550FG,No,,,NUSN,,Commercial,,0.0,0.0,0.0,0.0,,,,25-09-2020,7.0,2018.0,0.0
82578,20180705X71012,Accident,GAA18CA394,2018-07-05,"Louisburg, NC",United States,036157N,0078193W,LHZ,TRIANGLE NORTH EXECUTIVE,Non-Fatal,Substantial,Airplane,N902HB,EVEKTOR AEROTECHNIK,SPORTSTAR,No,1.0,Reciprocating,091,,Commercial,Total Flight Aircraft Leasing Llc,0.0,0.0,0.0,1.0,VMC,,"The student pilot's distraction due to a previous runway excursion and navigational issues during the accident flight and his failure to maintain adequate airspeed and his exceedance of the airplanes critical angle of attack during the downwind leg, which resulted in an aerodynamic stall/spin.  ",25-09-2020,7.0,2018.0,1.0
82581,20180706X93900,Accident,GAA18CA401,2018-07-05,"Rochelle, IL",United States,415638N,0885528W,IL93,HENDRICKSON FLYING SERVICE,Non-Fatal,Substantial,Airplane,N6795Q,GRUMMAN,G164,No,1.0,Turbo Prop,137,,Commercial,Hendrickson Flying Service Inc,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to move the power lever to the proper position before takeoff, which resulted in insufficient airspeed and a subsequent aerodynamic stall.
",25-09-2020,7.0,2018.0,1.0
82597,20180815X01050,Accident,GAA18CA498,2018-07-08,"Beaver Falls, PA",United States,404621N,0802329W,BVI,Beaver County,Non-Fatal,Substantial,Airplane,N984BT,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,Moore Aviation Inc.,0.0,0.0,0.0,1.0,VMC,,"The student pilot's improper landing flare, which resulted in a bounced landing.

",25-09-2020,7.0,2018.0,1.0
82598,20180709X14944,Accident,GAA18CA434,2018-07-09,"North Myrtle Beach, SC",United States,334842N,0784326W,CRE,GRAND STRAND,Non-Fatal,Substantial,Airplane,N96T,CLASSIC AIRCRAFT CORP,WACO,No,1.0,Reciprocating,091,,Commercial,Executive Helicopters Inc,0.0,0.0,0.0,3.0,VMC,,The pilot's failure to maintain directional control during landing in a left quartering headwind.  ,,7.0,2018.0,3.0
82601,20180709X81705,Accident,GAA18CA406,2018-07-09,"Fort Lauderdale, FL",United States,261150N,0801015W,FXE,Fort Lauderdale Executive,Non-Fatal,Substantial,Airplane,N66340,BEECH,76,No,2.0,Reciprocating,091,,Commercial,Air Con,0.0,0.0,0.0,2.0,VMC,,"The pilot receiving instruction's failure to maintain a proper approach path and her delayed go-around during a simulated emergency landing, which resulted in landing short of the runway. Contributing to the accident was the flight instructor's failure to properly monitor the student's approach.     ",25-09-2020,7.0,2018.0,2.0
82602,20180709X82138,Accident,WPR18LA189,2018-07-09,"Colusa, CA",United States,391252N,0122034W,,,Non-Fatal,Substantial,Airplane,N6696K,GRUMMAN,G164B,No,1.0,Reciprocating,137,,Commercial,Valley Air Service Ltd,0.0,0.0,0.0,1.0,VMC,,Total loss of engine power for reasons that could not be determined based on the available information.,,7.0,2018.0,1.0
82605,20180711X50258,Accident,GAA18CA413,2018-07-09,"Dallas, TX",United States,032414N,0965222W,RBD,DALLAS EXECUTIVE,Non-Fatal,Substantial,Airplane,N6849C,BEECH,T34,No,1.0,Reciprocating,091,,Commercial,American Airpower Heritage Flying Museum,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to maintain adequate airspeed and his exceedance of the airplanes critical angle of attack during the landing flare, which resulted in an aerodynamic stall.
",25-09-2020,7.0,2018.0,2.0
82607,20190725X22047,Incident,ENG18WA042,2018-07-10,"Jeddah, Saudi Arabia",Saudi Arabia,,,,,,Minor,Airplane,VP-CEF,HONDA AIRCRAFT CO LLC,HA-420,No,,,UNK,,Commercial,,0.0,0.0,0.0,0.0,,,,26-09-2020,7.0,2018.0,0.0
82610,20180711X04255,Accident,ANC18FA053,2018-07-10,"Hydaburg, AK",United States,551527N,1323613W,,,Non-Fatal,Substantial,Airplane,N3952B,DE HAVILLAND,DHC 3,No,1.0,Turbo Prop,135,NSCH,Commercial,Taquan Air,0.0,4.0,6.0,1.0,IMC,,"The pilot's decision to continue the visual flight rules flight into instrument meteorological conditions, which resulted in controlled flight into terrain.",25-09-2020,7.0,2018.0,11.0
82611,20180711X41922,Accident,GAA18CA418,2018-07-10,"Houston, TX",United States,030340N,0953310W,DWH,David Wayne Hooks Memorial,Non-Fatal,Substantial,Airplane,N7716C,PIPER,PA28R,No,1.0,Reciprocating,091,,Commercial,Ascent Aviation LLC,0.0,0.0,0.0,3.0,VMC,,The pilot receiving instruction's failure to extend the landing gear and the flight instructor's failure to ensure that the landing gear were extended during landing. Contributing to the accident was the pilot receiving instruction's and instructor's failure to conduct a prelanding checklist.   ,,7.0,2018.0,3.0
82613,20180711X44318,Accident,GAA18CA415,2018-07-10,"De Land, IL",United States,040635N,0884059W,IL80,FLYING ILLINI,Non-Fatal,Substantial,Airplane,N4509S,AIR TRACTOR,AT 502,No,1.0,Turbo Prop,137,,Commercial,Olsem Aerial Application Services Llc,0.0,0.0,0.0,1.0,VMC,,"The pilots selection of unsuitable terrain for landing in crosswind conditions, which resulted in the airplane inadvertently becoming airborne and a subsequent hard landing and loss of directional control.",25-09-2020,7.0,2018.0,1.0
82614,20180712X43748,Accident,CEN18WA264,2018-07-10,"Ponte de Sor, Portugal",Portugal,391241N,0008457W,LPSO,,Fatal,Destroyed,Airplane,CS-DGU,CESSNA,152,No,1.0,Reciprocating,NUSN,,Commercial,,1.0,0.0,0.0,0.0,,,,25-09-2020,7.0,2018.0,1.0
82615,20180713X41207,Incident,DCA18WA241,2018-07-11,"Djerba, Tunisia",Tunisia,,,,,Non-Fatal,,Airplane,LY-GGC,BOEING,737,No,,,NUSC,,Commercial,GetJet Airlines,0.0,0.0,0.0,34.0,,,,25-09-2020,7.0,2018.0,34.0
82617,20180711X80009,Accident,GAA18CA421,2018-07-11,"Lincoln, IL",United States,401144N,0891815W,,,Non-Fatal,Substantial,Airplane,N2394G,CESSNA,182,No,1.0,Reciprocating,091,,Commercial,KILO Aviation LLC,0.0,0.0,0.0,1.0,VMC,,"The pilots improper preflight planning, which resulted in fuel exhaustion and a subsequent total loss of engine power.
",25-09-2020,7.0,2018.0,1.0
82618,20180711X93304,Accident,CEN18FA263,2018-07-11,"Wheatley, AR",United States,345649N,0091651W,,,Fatal,Destroyed,Airplane,N8508P,AIR TRACTOR,AT-602,No,1.0,Turbo Prop,137,,Commercial,D-Ger LLC,1.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain clearance from terrain for reasons that could not be determined based on the available evidence.,25-09-2020,7.0,2018.0,1.0
82622,20180718X95841,Accident,DCA18WA245,2018-07-11,"Guainia, Colombia",Colombia,,,,,Non-Fatal,Substantial,Airplane,HK3293,DOUGLAS,DC3,No,,,NUSN,,Commercial,Air Colombia,0.0,1.0,0.0,11.0,,,,25-09-2020,7.0,2018.0,12.0
82623,20180719X64035,Incident,DCA18WA247,2018-07-11,"Chichen Itza, Mexico",Mexico,,,,,Non-Fatal,,Airplane,N802WA,DOUGLAS,DC9,No,,,121,NSCH,Commercial,World Atlantic Leasing Llc,0.0,0.0,0.0,131.0,,,,25-09-2020,7.0,2018.0,131.0
82624,20181005X43130,Accident,CEN18WA395,2018-07-11,"Kemble, United Kingdom",United Kingdom,,,EGBP,Cotswold,Non-Fatal,Substantial,Airplane,G-FILE,PIPER,PA34,No,2.0,Reciprocating,UNK,,Commercial,,0.0,0.0,0.0,3.0,,,,25-09-2020,7.0,2018.0,3.0
82625,20180712X02446,Accident,WPR18LA197,2018-07-12,"Tolani Lake, AZ",United States,035195N,1103936W,,,Non-Fatal,Substantial,Airplane,N617MM,BEECH,90,No,2.0,Turbo Prop,091,,Commercial,Guardian Flight LLC.,0.0,0.0,0.0,3.0,IMC,,"An autopilot deviation during climb for undetermined reasons, which resulted in an in-flight upset and loss of airplane control. Contributing to the accident was the pilots failure to adequately monitor flight systems due to a distraction.",27-05-2021,7.0,2018.0,3.0
82631,20180712X91417,Incident,CEN18IA273,2018-07-12,"Rockford, OH",United States,404154N,0843811W,,,Non-Fatal,Minor,Airplane,N2483J,CESSNA,A188B,No,1.0,Reciprocating,137,,Commercial,Trump Roger L,0.0,0.0,0.0,1.0,VMC,,"The total loss of engine power, which resulted from the separation of the No. 2 connecting rod due to oil starvation as a result of insufficient clamping force of the engine's through-bolts. ",25-09-2020,7.0,2018.0,1.0
82632,20180712X92314,Accident,CEN18LA275,2018-07-12,"Orient, OH",United States,394821N,0008398W,,,Non-Fatal,Substantial,Airplane,N619NT,WHITTMAN,Tailwind,Yes,1.0,Reciprocating,091,,Commercial,Pilot,0.0,0.0,0.0,2.0,VMC,,"The pilots and the flight instructor's incorrect use of the modified mixture control, which resulted in a loss of engine power due to fuel starvation and a forced landing. Also causal was the inadequate systems knowledge of the experimental, amateur-built airplane by the pilot and the flight instructor.",25-09-2020,7.0,2018.0,2.0
82633,20180807X91435,Accident,CEN18WA320,2018-07-12,"Toronto, Canada",Canada,,,CYKZ,,Fatal,Destroyed,Airplane,C-GDLP,CHAMPION,8KCAB,No,,,UNK,,Commercial,,1.0,0.0,0.0,0.0,,,,25-09-2020,7.0,2018.0,1.0
82634,20180810X14935,Incident,ERA18WA216,2018-07-12,"Catamarca, Argentina",Argentina,,,SANC,,,Minor,Airplane,LV-CGO,CESSNA,501,No,,,UNK,,Commercial,,0.0,0.0,0.0,0.0,,,,25-09-2020,7.0,2018.0,0.0
82635,20190422X23106,Accident,GAA18WA586,2018-07-12,"Bembridge, Isle of Wight, United Kingdom",United Kingdom,,,,,Non-Fatal,Substantial,Airplane,G-TSKY,BEAGLE,B121,No,,,NUSN,,Commercial,,0.0,0.0,2.0,0.0,,,,26-09-2020,7.0,2018.0,2.0
82636,20180713X00736,Accident,GAA18CA425,2018-07-13,"Batavia, OH",United States,039444N,0841235W,I69,CLERMONT COUNTY,Non-Fatal,Substantial,Airplane,N12064,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,1.0,VMC,,"The student pilots improper landing flare, which resulted in a hard landing.",25-09-2020,7.0,2018.0,1.0
82637,20180713X00848,Accident,CEN18LA270,2018-07-13,"Bismarck, IL",United States,401433N,0087342W,,,Non-Fatal,Substantial,Airplane,N629LA,AIR TRACTOR,AT 602,No,1.0,Turbo Prop,137,,Commercial,Aero Charter Express,0.0,0.0,1.0,0.0,VMC,,"A loss of control for reasons that could not be determined based on the available information.
",27-05-2021,7.0,2018.0,1.0
82638,20180713X54012,Accident,WPR18FA195,2018-07-13,"Deer Park, WA",United States,475628N,1173735W,,,Fatal,Substantial,Airplane,N24442,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,Moody Bible Institute Of Chicago,3.0,0.0,0.0,0.0,VMC,,An in-flight breakup as a result of the airplane exceeding the structural strength of the airplane during a rapid descent that the flight instructor was unable to recover from following a collision with a large bird.,,7.0,2018.0,3.0
82640,20180713X85947,Accident,ERA18LA191,2018-07-13,"Geneseo, NY",United States,424755N,0775033W,D52,Geneseo Airport,Non-Fatal,Substantial,Airplane,N291CP,CESSNA,182,No,1.0,Reciprocating,091,,Commercial,Civil Air Patrol,0.0,2.0,1.0,0.0,VMC,,"The pilot's failure to properly set the elevator trim before takeoff, which resulted in an exceedance of the airplane's critical angle of attack during takeoff and a subsequent aerodynamic stall. Contributing to the accident was the pilots failure to follow the Before TakeoffRun Up checklist.",25-09-2020,7.0,2018.0,3.0
